0.8267957208354559
1:1,2	0.8290371879775853
1:1,3	0.8267957208354559
1:1,4	0.8277126846663271
1:1,5	0.8280183392766174
1:1,6	0.8278145695364238
1:1,7	0.8268976057055527
1:1,8	0.8275089149261334
1:1,9	0.823331635252165
1:1,10	0.8273051451859399
1:1,11	0.8275089149261334
1:1,12	0.8281202241467143
1:2,3	0.8284258787570046
1:2,4	0.8288334182373918
1:2,5	0.8288334182373918
1:2,6	0.8298522669383597
1:2,7	0.83015792154865
1:2,8	0.8297503820682629
1:2,9	0.8229240957717779
1:2,10	0.8294447274579725
1:2,11	0.8288334182373918
1:2,12	0.8294447274579725
1:3,4	0.8251655629139073
1:3,5	0.8249617931737137
1:3,6	0.8265919510952624
1:3,7	0.8279164544065206
1:3,8	0.8276107997962303
1:3,9	0.8211920529801324
1:3,10	0.8279164544065206
1:3,11	0.8253693326541008
1:3,12	0.8272032603158431
1:4,5	0.8266938359653592
1:4,6	0.8267957208354559
1:4,7	0.8280183392766174
1:4,8	0.828222109016811
1:4,9	0.8188487009679063
1:4,10	0.8290371879775853
1:4,11	0.8254712175241976
1:4,12	0.8276107997962303
1:5,6	0.8265919510952624
1:5,7	0.8289353031074885
1:5,8	0.828222109016811
1:5,9	0.8228222109016811
1:5,10	0.828731533367295
1:5,11	0.8264900662251655
1:5,12	0.8276107997962303
1:6,7	0.8285277636271013
1:6,8	0.829240957717779
1:6,9	0.8221090168110036
1:6,10	0.8283239938869078
1:6,11	0.8275089149261334
1:6,12	0.828222109016811
1:7,8	0.8290371879775853
1:7,9	0.8222109016811003
1:7,10	0.8290371879775853
1:7,11	0.8273051451859399
1:7,12	0.8285277636271013
1:8,9	0.823331635252165
1:8,10	0.8288334182373918
1:8,11	0.8276107997962303
1:8,12	0.8286296484971981
1:9,10	0.8227203260315843
1:9,11	0.8203769740193582
1:9,12	0.8225165562913908
1:10,11	0.8274070300560367
1:10,12	0.828222109016811
1:11,12	0.8268976057055527
