0.9015544041450777
1:1,2	0.9003436426116839
1:1,3	0.9003436426116839
1:1,4	0.8984509466437176
1:1,5	0.8987993138936535
1:1,6	0.8942807625649914
1:1,7	0.8976109215017065
1:1,8	0.9003436426116839
1:1,9	0.8920353982300885
1:1,10	0.9028960817717206
1:1,11	0.8969072164948454
1:1,12	0.9003436426116839
1:2,3	0.897391304347826
1:2,4	0.8986013986013986
1:2,5	0.8961937716262977
1:2,6	0.894736842105263
1:2,7	0.9003436426116839
1:2,8	0.8996539792387542
1:2,9	0.8964285714285715
1:2,10	0.9018932874354562
1:2,11	0.897391304347826
1:2,12	0.8996539792387542
1:3,4	0.897391304347826
1:3,5	0.8961937716262977
1:3,6	0.8978873239436619
1:3,7	0.8999999999999999
1:3,8	0.897391304347826
1:3,9	0.8952042628774423
1:3,10	0.903448275862069
1:3,11	0.8996539792387542
1:3,12	0.8954703832752613
1:4,5	0.9008695652173914
1:4,6	0.8924162257495591
1:4,7	0.8996539792387542
1:4,8	0.902439024390244
1:4,9	0.8840579710144927
1:4,10	0.8946459412780656
1:4,11	0.8989547038327526
1:4,12	0.8986013986013986
1:5,6	0.8896672504378283
1:5,7	0.9003436426116839
1:5,8	0.8958333333333334
1:5,9	0.8955752212389381
1:5,10	0.9003436426116839
1:5,11	0.903114186851211
1:5,12	0.8961937716262977
1:6,7	0.8954703832752613
1:6,8	0.8963093145869947
1:6,9	0.8856624319419237
1:6,10	0.8982456140350877
1:6,11	0.8959435626102292
1:6,12	0.8970331588132635
1:7,8	0.9018932874354562
1:7,9	0.8955752212389381
1:7,10	0.902229845626072
1:7,11	0.9018932874354562
1:7,12	0.9018932874354562
1:8,9	0.896797153024911
1:8,10	0.8987993138936535
1:8,11	0.9012131715771231
1:8,12	0.9015544041450777
1:9,10	0.8845470692717585
1:9,11	0.8928571428571429
1:9,12	0.8928571428571429
1:10,11	0.8946459412780656
1:10,12	0.8999999999999999
1:11,12	0.8996539792387542
2:1,2	0.8939130434782607
2:1,3	0.9027777777777778
2:1,4	0.8958333333333334
2:1,5	0.8951048951048952
2:1,6	0.8927335640138409
